,address
1153,"116.51,40.24"
1154,"116.58,40.13"
1155,"116.54,39.81"
1156,"116.17,39.86"
1157,"116.69,39.78"
1158,"116.13,40.10"
1159,"115.93,40.00"
1160,"116.67,40.20"
1161,"115.93,40.01"
1162,"116.49,39.81"
1163,"116.78,39.77"
1164,"116.67,40.22"
1165,"115.97,39.85"
1166,"116.31,39.63"
1167,"116.46,39.71"
1168,"116.22,40.09"
1169,"116.32,39.69"
1170,"116.67,39.82"
1171,"116.04,39.69"
1172,"116.62,40.14"
1173,"116.47,40.12"
1174,"116.30,39.92"
1175,"116.58,40.11"
1176,"116.33,39.59"
1177,"115.87,39.57"
1178,"115.92,39.65"
1179,"116.33,39.78"
1180,"116.47,39.79"
1181,"115.77,39.61"
1182,"116.02,40.42"
1183,"116.42,39.71"
1184,"116.07,39.91"
1185,"116.34,40.69"
1186,"116.60,40.05"
1187,"116.61,40.15"
1188,"116.77,39.71"
1189,"115.96,40.36"
1190,"116.74,39.69"
1191,"116.35,40.36"
1192,"116.38,39.83"
1193,"116.84,40.64"
1194,"116.36,39.47"
1195,"116.30,39.93"
1196,"116.58,40.23"
1197,"116.88,40.20"
1198,"116.27,39.57"
1199,"116.05,40.45"
1200,"116.08,39.68"
1201,"116.44,40.23"
1202,"116.34,39.74"
1203,"116.29,39.82"
1204,"116.44,39.91"
1205,"116.82,40.06"
1206,"116.79,40.25"
1207,"117.08,40.20"
1208,"117.10,40.12"
1209,"116.65,39.75"
1210,"116.46,40.12"
1211,"116.60,39.87"
1212,"116.04,40.32"
1213,"116.85,40.35"
1214,"115.81,39.59"
1215,"117.01,40.05"
1216,"116.87,39.73"
1217,"117.20,40.35"
1218,"116.67,39.90"
1219,"116.96,40.06"
1220,"116.25,39.56"
1221,"116.71,40.01"
1222,"116.27,39.74"
1223,"116.59,39.98"
1224,"116.15,39.89"
1225,"116.04,40.28"
1226,"116.17,39.66"
1227,"116.67,39.66"
1228,"116.79,40.06"
1229,"116.70,39.66"
1230,"116.68,40.40"
1231,"116.90,40.35"
1232,"116.22,39.83"
1233,"116.79,40.41"
1234,"117.16,40.23"
1235,"116.81,40.38"
1236,"116.26,40.24"
1237,"116.86,40.17"
1238,"116.64,40.22"
1239,"116.65,40.36"
1240,"115.99,39.80"
1241,"116.11,39.62"
1242,"116.62,39.91"
1243,"116.65,39.97"
1244,"116.55,39.80"
1245,"115.96,40.48"
1246,"116.67,40.28"
1247,"116.74,40.03"
1248,"116.71,40.12"
1249,"116.29,39.93"
1250,"116.02,40.30"
1251,"117.16,40.69"
1252,"116.48,39.90"
1253,"116.15,39.71"
1254,"116.18,40.19"
1255,"116.69,40.18"
1256,"116.28,40.06"
1257,"116.66,39.66"
1258,"117.07,40.22"
1259,"117.18,40.19"
1260,"116.06,39.72"
1261,"116.34,40.08"
1262,"116.25,39.86"
1263,"115.96,39.72"
1264,"116.45,39.71"
1265,"116.15,39.64"
1266,"116.52,40.06"
1267,"116.73,40.06"
1268,"116.29,39.66"
1269,"116.19,40.00"
1270,"116.31,40.37"
1271,"116.69,40.25"
1272,"116.26,39.92"
1273,"116.64,40.06"
1274,"116.32,40.18"
1275,"116.08,39.82"
1276,"116.59,40.03"
1277,"116.57,40.13"
1278,"116.03,40.16"
1279,"116.81,39.81"
1280,"115.98,39.69"
1281,"116.20,39.89"
1282,"116.47,39.92"
1283,"117.16,40.17"
1284,"115.98,39.65"
1285,"116.09,39.64"
1286,"116.76,40.10"
1287,"116.43,39.83"
1288,"116.48,40.26"
1289,"116.52,40.12"
1290,"116.62,40.35"
1291,"117.24,40.65"
1292,"116.69,40.37"
1293,"116.72,39.90"
1294,"116.48,40.04"
1295,"116.17,39.61"
1296,"116.17,39.77"
1297,"116.43,40.11"
1298,"115.99,39.71"
1299,"116.22,39.72"
1300,"115.70,39.57"
1301,"116.46,39.91"
1302,"116.96,40.17"
1303,"116.54,40.09"
1304,"116.68,40.03"
1305,"116.44,39.67"
1306,"116.32,40.05"
1307,"116.46,39.99"
1308,"115.95,39.82"
1309,"116.65,39.72"
1310,"116.31,39.81"
1311,"115.98,40.35"
1312,"116.76,39.74"
1313,"116.63,39.87"
1314,"116.19,40.34"
1315,"116.44,39.87"
1316,"115.73,39.56"
1317,"116.65,39.94"
1318,"116.18,39.65"
1319,"116.66,40.03"
1320,"117.03,40.19"
1321,"116.24,39.85"
1322,"116.77,40.30"
1323,"116.37,39.69"
1324,"116.89,40.40"
1325,"116.68,40.32"
1326,"116.29,39.85"
1327,"116.32,40.12"
1328,"116.81,40.07"
1329,"115.98,40.46"
1330,"117.00,40.12"
1331,"116.66,39.75"
1332,"115.88,39.66"
1333,"115.65,39.63"
1334,"116.52,40.10"
1335,"116.48,40.18"
1336,"116.79,39.62"
1337,"116.30,39.67"
1338,"116.23,40.36"
1339,"116.22,40.07"
1340,"116.66,39.79"
1341,"116.08,39.75"
1342,"116.82,40.32"
1343,"116.37,39.96"
1344,"116.33,39.52"
1345,"116.21,39.84"
1346,"116.72,40.03"
1347,"116.32,39.52"
1348,"116.18,40.18"
1349,"116.71,39.96"
1350,"116.06,40.20"
1351,"116.76,40.03"
1352,"116.87,40.32"
1353,"116.60,40.09"
1354,"116.31,39.76"
1355,"116.47,40.09"
1356,"116.42,40.29"
1357,"116.37,39.87"
1358,"116.38,39.81"
1359,"116.77,39.92"
1360,"116.33,40.23"
1361,"116.56,40.21"
1362,"116.05,39.88"
1363,"116.28,39.51"
1364,"116.25,40.41"
1365,"116.21,39.83"
1366,"116.73,39.93"
1367,"116.12,40.20"
1368,"115.88,39.84"
1369,"116.64,39.71"
1370,"116.30,39.94"
1371,"116.27,39.65"
1372,"116.71,40.18"
1373,"116.69,40.16"
1374,"116.90,40.37"
1375,"117.19,40.12"
1376,"116.42,40.23"
1377,"116.80,40.44"
1378,"116.29,39.78"
1379,"115.82,40.01"
1380,"116.70,39.83"
1381,"116.09,39.98"
1382,"116.91,40.17"
1383,"116.56,40.59"
1384,"115.96,39.74"
1385,"116.40,39.85"
1386,"116.49,39.71"
1387,"116.13,39.61"
1388,"116.51,39.84"
1389,"116.52,40.28"
1390,"116.55,40.34"
1391,"116.07,40.18"
1392,"116.55,39.73"
1393,"116.36,39.93"
1394,"116.24,39.83"
1395,"116.23,39.96"
1396,"116.28,39.87"
1397,"116.64,40.31"
1398,"116.80,40.39"
1399,"116.61,39.76"
1400,"116.26,39.74"
1401,"116.76,40.24"
1402,"116.22,39.75"
1403,"116.94,39.79"
1404,"115.71,39.95"
1405,"116.36,39.60"
1406,"116.39,40.70"
1407,"116.32,39.97"
1408,"116.58,40.04"
1409,"116.30,40.18"
1410,"116.93,40.28"
1411,"116.37,40.55"
1412,"116.83,39.63"
1413,"116.14,39.70"
1414,"116.43,39.88"
1415,"116.57,39.68"
1416,"116.23,39.90"
1417,"117.28,40.68"
1418,"116.73,39.84"
1419,"117.10,40.14"
1420,"116.76,39.87"
1421,"116.59,39.85"
1422,"115.99,39.88"
1423,"116.76,40.35"
1424,"116.71,39.90"
1425,"116.64,40.30"
1426,"116.43,39.97"
1427,"116.45,40.06"
1428,"116.59,39.77"
1429,"116.89,40.21"
1430,"116.26,39.80"
1431,"116.57,40.22"
1432,"116.28,39.68"
1433,"116.59,40.04"
1434,"116.27,39.91"
1435,"116.35,39.74"
1436,"117.00,40.05"
1437,"116.92,40.05"
1438,"116.45,39.62"
1439,"116.55,39.84"
1440,"116.69,39.86"
1441,"116.28,40.57"
1442,"116.14,40.15"
1443,"116.48,40.35"
1444,"116.39,39.89"
1445,"116.75,39.82"
1446,"116.24,40.30"
1447,"116.54,39.83"
1448,"116.26,40.40"
1449,"115.90,40.03"
1450,"116.84,40.35"
1451,"116.09,39.88"
1452,"116.92,40.39"
1453,"116.62,40.10"
1454,"116.08,40.55"
1455,"116.21,39.90"
1456,"116.74,40.34"
1457,"116.53,39.69"
1458,"116.81,40.35"
1459,"116.35,40.13"
1460,"116.42,40.22"
1461,"116.08,39.70"
1462,"116.03,39.98"
1463,"116.12,40.10"
1464,"116.21,39.96"
1465,"116.49,39.68"
1466,"116.18,39.87"
1467,"116.21,39.81"
1468,"116.63,40.12"
1469,"116.50,39.62"
1470,"116.87,39.78"
1471,"116.23,40.35"
1472,"116.50,39.77"
1473,"116.46,40.11"
1474,"116.37,39.51"
1475,"117.14,40.54"
1476,"116.10,40.49"
1477,"116.60,40.24"
1478,"117.24,40.22"
1479,"116.17,39.90"
1480,"116.59,40.06"
1481,"116.74,39.68"
1482,"116.67,39.65"
1483,"116.15,40.24"
1484,"116.94,40.13"
1485,"116.71,40.32"
1486,"116.04,39.58"
1487,"116.14,40.57"
1488,"117.03,40.11"
1489,"116.16,39.77"
1490,"116.61,40.09"
1491,"116.63,39.78"
1492,"116.81,40.37"
1493,"116.70,39.68"
1494,"116.68,39.76"
1495,"116.46,39.93"
1496,"115.93,39.67"
1497,"116.38,39.88"
1498,"116.58,40.43"
1499,"116.40,40.02"
1500,"116.53,40.10"
1501,"116.34,40.07"
1502,"116.29,39.88"
1503,"116.48,40.07"
1504,"116.10,39.67"
1505,"116.17,40.10"
1506,"116.88,39.72"
1507,"116.65,39.79"
1508,"116.00,39.70"
1509,"116.46,40.22"
1510,"115.83,40.12"
1511,"116.58,40.28"
1512,"116.22,40.08"
1513,"116.20,39.93"
1514,"116.47,39.71"
1515,"116.43,39.65"
1516,"116.76,39.62"
1517,"116.19,39.72"
1518,"117.01,40.04"
1519,"116.44,39.88"
1520,"116.56,40.12"
1521,"116.73,40.16"
1522,"115.94,40.38"
1523,"116.64,39.90"
1524,"116.46,40.05"
1525,"116.66,40.14"
1526,"116.69,40.02"
1527,"117.20,40.16"
1528,"116.44,40.16"
1529,"117.22,40.61"
1530,"116.69,39.79"
1531,"116.47,39.93"
1532,"116.53,40.05"
1533,"116.23,39.86"
1534,"116.82,40.07"
1535,"116.94,40.42"
1536,"116.91,40.06"
1537,"117.24,40.70"
1538,"116.82,40.08"
1539,"116.72,39.64"
1540,"116.32,40.31"
1541,"116.85,39.68"
1542,"115.54,39.81"
1543,"116.69,39.97"
1544,"116.91,40.18"
1545,"116.26,39.76"
1546,"115.91,40.41"
1547,"116.71,40.29"
1548,"116.09,40.17"
1549,"116.54,40.23"
1550,"116.30,39.83"
1551,"116.77,40.11"
1552,"116.50,39.85"
1553,"116.30,39.87"
1554,"116.48,40.13"
1555,"116.69,39.75"
1556,"116.61,40.11"
1557,"116.63,40.01"
1558,"116.03,39.93"
1559,"116.54,39.98"
1560,"115.96,39.68"
1561,"116.83,40.47"
1562,"116.34,39.68"
1563,"116.57,40.29"
1564,"116.45,39.72"
1565,"117.15,40.16"
1566,"116.12,39.99"
1567,"116.10,39.74"
1568,"116.63,40.33"
1569,"115.84,39.53"
1570,"116.14,39.78"
1571,"116.88,39.79"
1572,"116.71,39.76"
1573,"116.39,40.19"
1574,"116.29,40.66"
1575,"116.35,40.18"
1576,"116.35,40.22"
1577,"116.48,39.91"
1578,"116.31,40.12"
1579,"116.59,39.78"
1580,"116.20,39.97"
1581,"116.57,40.14"
1582,"116.49,39.65"
1583,"116.61,40.37"
1584,"116.55,40.12"
1585,"116.91,40.27"
1586,"116.91,40.13"
1587,"116.63,39.80"
1588,"116.23,39.76"
1589,"116.51,40.20"
1590,"116.33,39.80"
1591,"116.60,39.83"
1592,"116.67,40.04"
1593,"116.17,40.22"
1594,"116.87,39.77"
1595,"116.20,40.09"
1596,"116.62,40.31"
1597,"117.08,40.22"
1598,"116.99,40.06"
1599,"116.22,40.20"
1600,"116.55,39.67"
1601,"116.71,40.04"
1602,"115.97,40.47"
1603,"116.84,40.36"
1604,"116.06,39.59"
1605,"116.38,40.12"
1606,"116.93,40.43"
1607,"116.65,40.14"
1608,"115.73,39.57"
1609,"116.34,39.80"
1610,"116.33,39.97"
1611,"116.74,40.39"
1612,"116.69,39.88"
1613,"116.72,39.68"
1614,"116.79,39.80"
1615,"116.44,40.25"
1616,"116.38,40.00"
1617,"116.61,40.18"
1618,"116.88,40.39"
1619,"116.32,40.17"
1620,"117.24,40.69"
1621,"116.74,39.94"
1622,"116.24,40.00"
1623,"116.46,39.97"
1624,"116.18,39.96"
1625,"116.51,39.73"
1626,"116.21,39.95"
1627,"115.97,39.70"
1628,"116.31,40.18"
1629,"116.24,39.91"
1630,"116.34,39.98"
1631,"116.42,39.92"
1632,"116.32,39.81"
1633,"116.09,39.82"
1634,"116.24,40.16"
1635,"116.17,40.08"
1636,"116.26,40.06"
1637,"116.17,39.69"
1638,"116.02,40.45"
1639,"116.83,39.86"
1640,"116.27,40.12"
1641,"116.71,40.05"
1642,"116.28,39.73"
1643,"116.76,39.86"
1644,"116.68,39.65"
1645,"116.04,39.99"
1646,"116.31,39.89"
1647,"117.12,40.53"
1648,"116.58,40.27"
1649,"116.53,40.04"
1650,"115.96,39.58"
1651,"116.73,40.18"
1652,"116.44,40.11"
1653,"116.28,39.50"
1654,"116.78,39.83"
1655,"116.17,39.95"
1656,"116.07,39.72"
1657,"116.54,39.77"
1658,"116.81,39.69"
1659,"115.63,39.92"
1660,"116.25,40.07"
1661,"116.93,40.06"
1662,"116.21,40.07"
1663,"115.87,39.81"
1664,"116.75,39.76"
1665,"116.55,39.87"
1666,"116.09,40.13"
1667,"116.09,39.89"
1668,"116.83,39.62"
1669,"116.63,39.94"
1670,"115.99,40.47"
1671,"116.42,40.13"
1672,"116.51,39.95"
1673,"116.49,40.11"
1674,"116.63,39.98"
1675,"116.36,39.70"
1676,"116.42,39.62"
1677,"116.59,39.92"
1678,"116.70,40.32"
1679,"116.28,39.52"
1680,"116.62,40.12"
1681,"116.65,39.69"
1682,"116.17,40.13"
1683,"116.46,39.84"
1684,"116.45,39.76"
1685,"116.49,39.76"
1686,"116.20,39.85"
1687,"116.61,40.04"
1688,"116.69,40.12"
1689,"116.41,39.91"
1690,"116.78,40.08"
1691,"116.28,39.62"
1692,"116.71,39.80"
1693,"116.19,39.97"
1694,"115.83,39.48"
1695,"116.08,39.93"
1696,"115.92,39.74"
1697,"115.84,39.72"
1698,"115.90,40.08"
1699,"116.28,40.10"
1700,"116.56,40.13"
1701,"116.52,39.63"
1702,"117.01,40.19"
1703,"116.46,40.20"
1704,"116.70,40.85"
1705,"115.64,39.63"
1706,"116.23,40.00"
1707,"116.93,40.38"
1708,"116.00,40.35"
1709,"116.46,40.16"
1710,"115.92,39.66"
1711,"116.87,40.13"
1712,"117.11,40.15"
1713,"116.10,40.17"
1714,"116.40,39.83"
1715,"116.91,40.46"
1716,"116.20,40.25"
1717,"116.44,40.24"
1718,"115.99,39.99"
1719,"116.66,39.87"
1720,"116.11,39.82"
1721,"116.68,40.16"
1722,"116.42,39.50"
1723,"116.33,39.66"
1724,"116.24,39.92"
1725,"116.34,40.13"
1726,"116.52,39.79"
1727,"116.30,39.91"
1728,"116.21,40.11"
1729,"116.51,39.76"
1730,"116.15,39.77"
1731,"116.75,39.94"
1732,"116.26,39.94"
1733,"116.53,40.14"
1734,"116.11,40.11"
1735,"117.08,40.39"
1736,"116.25,39.94"
1737,"117.17,40.14"
1738,"116.88,40.47"
1739,"116.71,40.19"
1740,"116.53,39.70"
1741,"117.24,40.21"
1742,"116.32,39.53"
1743,"116.23,40.05"
1744,"116.19,40.03"
1745,"116.11,39.86"
1746,"116.24,39.84"
1747,"116.67,39.76"
1748,"117.04,40.25"
1749,"116.66,40.35"
1750,"115.94,40.43"
1751,"116.02,40.54"
1752,"116.45,40.07"
1753,"116.33,39.96"
1754,"116.07,39.62"
1755,"116.44,39.65"
1756,"116.07,40.52"
1757,"116.21,39.88"
1758,"116.04,39.71"
1759,"116.20,40.21"
1760,"116.64,40.21"
1761,"115.89,40.36"
1762,"116.79,39.75"
1763,"117.20,40.21"
1764,"116.59,39.74"
1765,"116.11,39.65"
1766,"117.25,40.18"
1767,"116.41,39.57"
1768,"117.05,40.20"
1769,"116.81,40.53"
1770,"116.11,39.88"
1771,"116.62,40.30"
1772,"116.16,40.24"
1773,"116.33,40.12"
1774,"116.55,40.38"
1775,"116.36,40.36"
1776,"116.75,39.72"
1777,"115.83,39.55"
1778,"116.42,40.24"
1779,"116.22,40.02"
1780,"116.08,39.80"
1781,"116.19,40.21"
1782,"116.89,40.39"
1783,"116.82,40.54"
1784,"116.50,40.21"
1785,"116.02,39.89"
1786,"116.21,40.06"
1787,"116.49,39.90"
1788,"117.04,40.14"
1789,"116.04,40.21"
1790,"116.98,40.15"
1791,"116.32,40.14"
1792,"116.37,39.82"
1793,"116.57,39.85"
1794,"116.35,39.88"
1795,"117.00,40.36"
1796,"116.24,40.27"
1797,"116.61,39.74"
1798,"117.02,40.16"
1799,"116.53,39.98"
1800,"116.19,39.98"
1801,"116.07,39.93"
1802,"116.74,39.80"
1803,"115.87,39.61"
1804,"116.87,40.69"
1805,"115.98,39.68"
1806,"116.44,39.99"
1807,"116.29,39.97"
1808,"117.27,40.18"
1809,"115.59,39.63"
1810,"116.31,39.77"
1811,"116.71,40.08"
1812,"116.09,39.73"
1813,"116.46,39.88"
1814,"116.98,40.36"
1815,"116.87,40.59"
1816,"116.42,40.05"
1817,"116.75,39.86"
1818,"116.90,40.12"
1819,"116.18,40.14"
1820,"116.16,39.74"
1821,"116.65,40.31"
1822,"115.98,40.45"
1823,"116.71,40.03"
1824,"116.39,39.82"
1825,"116.45,39.96"
1826,"115.99,40.34"
1827,"116.73,39.70"
1828,"116.79,39.78"
1829,"116.60,40.25"
1830,"116.46,40.01"
1831,"116.16,39.89"
1832,"116.77,40.08"
1833,"117.05,40.08"
1834,"116.50,40.16"
1835,"116.44,40.09"
1836,"116.62,39.63"
1837,"116.52,39.95"
1838,"116.81,40.21"
1839,"116.09,39.79"
1840,"116.56,40.44"
1841,"116.05,39.60"
1842,"116.77,39.85"
1843,"116.50,39.70"
1844,"116.36,39.75"
1845,"116.04,39.72"
1846,"116.41,40.35"
1847,"116.74,40.17"
1848,"116.61,40.34"
1849,"116.47,39.78"
1850,"116.35,39.78"
1851,"116.08,39.73"
1852,"116.21,39.73"
1853,"116.57,40.27"
1854,"117.15,40.13"
1855,"117.11,40.11"
1856,"116.87,40.19"
1857,"115.98,40.05"
1858,"116.38,40.01"
1859,"116.47,40.03"
1860,"115.95,39.68"
1861,"116.72,40.24"
1862,"117.17,40.18"
1863,"116.83,40.32"
1864,"116.54,40.34"
1865,"115.61,39.71"
1866,"116.01,39.75"
1867,"116.40,39.73"
1868,"116.27,40.19"
1869,"116.34,40.09"
1870,"116.63,39.77"
1871,"116.73,39.86"
1872,"115.98,39.66"
1873,"116.41,39.87"
1874,"116.90,40.18"
1875,"115.99,39.98"
1876,"116.19,40.40"
1877,"116.28,40.14"
1878,"116.69,40.01"
1879,"116.01,39.59"
1880,"116.44,39.89"
1881,"116.15,39.84"
1882,"116.38,40.19"
1883,"116.49,40.03"
1884,"115.61,39.94"
1885,"116.05,39.76"
1886,"116.53,39.68"
1887,"116.27,39.64"
1888,"115.93,39.66"
1889,"116.38,39.95"
1890,"116.07,40.00"
1891,"116.15,40.56"
1892,"116.10,40.37"
1893,"116.12,39.96"
1894,"115.93,39.72"
1895,"116.61,40.06"
1896,"116.73,39.72"
1897,"116.59,39.63"
1898,"116.32,40.10"
1899,"116.57,39.74"
1900,"116.34,40.11"
1901,"116.55,40.36"
1902,"116.17,40.15"
1903,"116.31,39.84"
1904,"116.24,40.05"
1905,"116.54,39.61"
1906,"116.39,39.55"
1907,"116.68,40.29"
1908,"116.03,39.88"
1909,"116.39,39.94"
1910,"116.68,39.89"
1911,"116.54,40.10"
1912,"116.59,40.20"
1913,"116.49,40.02"
1914,"116.61,40.32"
1915,"116.08,39.76"
1916,"116.42,40.18"
1917,"116.57,40.12"
1918,"115.44,39.78"
1919,"116.44,39.93"
1920,"116.45,40.28"
1921,"116.33,40.10"
1922,"116.66,39.96"
1923,"116.48,39.71"
1924,"116.96,40.57"
1925,"116.72,39.70"
1926,"116.31,40.22"
1927,"117.11,40.10"
1928,"116.42,40.17"
1929,"116.81,39.62"
1930,"116.83,40.44"
1931,"116.66,39.76"
1932,"116.98,40.26"
1933,"115.69,39.92"
1934,"115.89,40.08"
1935,"116.21,40.13"
1936,"116.42,39.68"
1937,"115.88,39.57"
1938,"116.76,39.66"
1939,"115.75,39.55"
1940,"115.79,40.14"
1941,"116.55,40.40"
1942,"116.21,39.99"
1943,"116.45,39.57"
1944,"116.67,40.05"
1945,"116.45,39.91"
1946,"116.34,40.21"
1947,"116.57,39.95"
1948,"116.40,39.87"
1949,"116.70,40.12"
1950,"116.83,40.15"
1951,"116.35,40.07"
1952,"115.94,39.66"
1953,"116.10,39.71"
1954,"115.95,40.44"
1955,"116.45,40.12"
1956,"116.40,39.84"
1957,"116.83,40.05"
1958,"117.01,40.11"
1959,"116.62,39.99"
1960,"116.00,39.97"
1961,"116.11,39.70"
1962,"116.73,40.20"
1963,"116.39,39.69"
1964,"116.19,40.17"
1965,"116.52,40.39"
1966,"115.95,39.72"
1967,"116.67,40.01"
1968,"116.72,39.65"
1969,"116.23,39.85"
1970,"116.56,40.22"
1971,"116.62,39.94"
1972,"115.70,40.05"
1973,"116.19,39.80"
1974,"116.26,39.83"
1975,"116.09,40.01"
1976,"116.72,39.91"
1977,"115.99,39.74"
1978,"116.69,40.10"
1979,"116.23,39.89"
1980,"117.03,40.14"
1981,"116.24,40.26"
1982,"116.36,39.73"
1983,"116.64,40.74"
1984,"116.39,39.80"
1985,"116.33,40.00"
1986,"116.56,40.03"
1987,"116.32,40.19"
1988,"116.54,39.92"
1989,"116.56,40.20"
1990,"116.46,39.72"
1991,"116.27,39.72"
1992,"116.12,40.06"
1993,"116.82,39.73"
1994,"116.38,39.78"
1995,"116.99,40.11"
1996,"116.04,39.60"
1997,"116.12,39.79"
1998,"116.70,39.84"
1999,"116.37,39.75"
2000,"116.20,40.07"
2001,"116.31,40.06"
2002,"116.18,39.85"
2003,"116.64,39.73"
2004,"116.31,39.50"
2005,"116.46,40.21"
2006,"116.38,39.82"
2007,"116.70,40.37"
2008,"115.91,39.82"
2009,"116.31,39.67"
2010,"116.34,40.06"
2011,"116.35,40.21"
2012,"116.64,39.75"
2013,"116.09,40.21"
2014,"116.61,40.16"
2015,"116.67,40.53"
2016,"115.94,40.52"
2017,"116.59,40.01"
2018,"116.12,40.08"
2019,"116.51,39.94"
2020,"116.01,40.13"
2021,"116.21,40.56"
2022,"115.54,39.65"
2023,"116.28,39.74"
2024,"116.69,40.28"
2025,"116.51,39.71"
2026,"116.68,40.76"
2027,"116.51,39.88"
2028,"115.92,39.72"
2029,"117.01,40.14"
2030,"116.75,39.78"
2031,"116.65,39.87"
2032,"117.06,40.26"
2033,"116.45,39.86"
2034,"116.61,40.08"
2035,"116.33,39.83"
2036,"116.39,39.70"
2037,"116.63,40.11"
2038,"116.30,40.06"
2039,"116.04,40.34"
2040,"116.34,39.95"
2041,"116.09,40.20"
2042,"116.42,39.52"
2043,"116.41,39.70"
2044,"116.67,40.02"
2045,"116.17,39.76"
2046,"116.20,39.99"
2047,"117.00,40.59"
2048,"116.08,39.87"
2049,"116.33,39.61"
2050,"116.58,39.66"
2051,"116.30,40.03"
2052,"116.97,40.37"
2053,"116.72,39.93"
2054,"116.75,39.77"
2055,"116.09,39.66"
2056,"116.22,40.24"
2057,"116.68,40.33"
2058,"116.25,40.10"
2059,"116.15,40.26"
2060,"116.73,39.68"
2061,"116.16,40.15"
2062,"116.39,39.90"
2063,"116.85,40.47"
2064,"116.33,39.70"
2065,"116.19,40.16"
2066,"116.21,40.29"
2067,"115.59,39.87"
2068,"116.57,40.17"
2069,"115.82,40.46"
2070,"116.11,39.77"
2071,"116.14,39.82"
2072,"116.45,40.08"
2073,"116.40,40.17"
2074,"116.22,40.15"
2075,"116.80,40.30"
2076,"116.69,40.35"
2077,"116.06,39.71"
2078,"116.50,39.94"
2079,"116.66,39.93"
2080,"116.31,40.15"
2081,"116.33,40.16"
2082,"116.47,39.82"
2083,"116.97,40.17"
2084,"116.33,39.69"
2085,"116.37,40.00"
2086,"116.33,40.14"
2087,"116.66,40.29"
2088,"116.58,39.95"
2089,"116.40,39.76"
2090,"116.85,40.15"
2091,"116.12,39.73"
2092,"115.90,39.59"
2093,"116.14,40.07"
2094,"116.34,39.88"
2095,"116.33,40.11"
2096,"116.10,40.28"
2097,"116.18,39.74"
2098,"116.43,39.93"
2099,"115.68,39.74"
2100,"116.14,40.13"
2101,"115.95,39.70"
2102,"116.53,39.61"
2103,"115.87,40.04"
2104,"116.11,40.59"
2105,"116.59,40.25"
2106,"116.35,39.79"
2107,"117.05,40.12"
2108,"116.34,39.65"
2109,"116.43,39.87"
2110,"116.74,39.82"
2111,"116.20,40.20"
2112,"116.30,39.72"
2113,"116.90,40.39"
2114,"116.61,39.75"
2115,"116.72,39.76"
2116,"116.44,40.01"
2117,"117.11,40.33"
2118,"116.10,40.10"
2119,"116.52,39.69"
2120,"116.48,39.97"
2121,"116.19,39.71"
2122,"116.68,40.46"
2123,"116.14,40.16"
2124,"116.26,40.16"
2125,"116.12,40.52"
2126,"116.22,39.62"
2127,"116.90,39.79"
2128,"116.35,39.98"
2129,"116.03,39.97"
2130,"115.74,39.74"
2131,"116.08,40.24"
2132,"116.23,40.07"
2133,"116.28,40.09"
2134,"116.30,39.75"
2135,"116.47,39.98"
2136,"115.78,39.49"
2137,"116.19,40.27"
2138,"115.69,39.94"
2139,"116.31,39.65"
2140,"116.45,40.02"
2141,"116.61,39.65"
2142,"116.18,39.93"
2143,"116.18,40.22"
2144,"116.74,40.19"
2145,"116.22,40.27"
2146,"116.70,40.07"
2147,"116.64,40.36"
2148,"116.17,40.02"
2149,"116.10,40.32"
2150,"116.41,39.88"
2151,"116.36,40.00"
2152,"116.40,40.08"
2153,"116.21,40.16"
2154,"116.69,39.85"
2155,"116.80,40.29"
2156,"116.30,39.51"
2157,"116.17,39.68"
2158,"116.77,40.16"
2159,"116.58,39.68"
2160,"116.85,39.73"
2161,"116.50,39.89"
2162,"116.17,39.74"
2163,"116.12,39.72"
2164,"117.12,40.30"
2165,"116.08,39.65"
2166,"116.25,39.88"
2167,"116.02,39.72"
2168,"116.44,40.14"
2169,"116.79,39.71"
2170,"116.75,40.63"
2171,"116.31,39.74"
2172,"116.46,40.07"
2173,"116.20,39.68"
2174,"116.33,39.89"
2175,"115.95,40.40"
2176,"116.40,39.63"
2177,"116.98,40.14"
2178,"116.55,39.86"
2179,"115.97,40.51"
2180,"116.58,39.73"
2181,"116.31,39.97"
2182,"116.30,39.52"
2183,"116.37,39.78"
2184,"116.06,39.78"
2185,"116.81,40.51"
2186,"116.48,40.96"
2187,"116.56,39.80"
2188,"116.67,40.42"
2189,"116.78,40.17"
2190,"116.14,40.08"
2191,"116.19,40.24"
2192,"116.00,40.42"
2193,"117.07,40.18"
2194,"116.13,39.77"
2195,"116.63,40.18"
2196,"116.33,39.50"
2197,"115.99,39.62"
2198,"116.73,40.34"
2199,"116.37,39.89"
2200,"116.08,39.72"
2201,"116.12,40.02"
2202,"116.78,39.63"
2203,"116.53,39.93"
2204,"116.72,39.89"
2205,"116.77,40.13"
2206,"116.23,40.15"
2207,"116.35,39.91"
2208,"117.13,40.27"
2209,"116.37,39.76"
2210,"116.54,40.37"
2211,"116.29,39.81"
2212,"116.34,39.86"
2213,"116.97,40.19"
2214,"116.29,40.20"
2215,"116.53,40.08"
2216,"116.10,40.27"
2217,"116.20,40.14"
2218,"116.16,39.69"
2219,"116.16,39.70"
2220,"116.96,40.27"
2221,"116.64,40.01"
2222,"116.22,39.81"
2223,"116.21,39.80"
2224,"116.69,40.39"
2225,"116.14,40.19"
2226,"116.54,39.75"
2227,"116.58,40.51"
2228,"116.50,39.97"
